IPK,Skor_Motivasi_Tertulis,Skor_Literasi_Finansial,Surat_Rekomendasi,Aktif_Organisasi,Jumlah_Kegiatan_Relawan,Skor_Keaktifan_Kampus,Rekam_Ketidakhadiran,Semester,Status_Kelayakan,Kategori_Ekonomi,Skor_Performa_Dinamis
3.3,89,87,Tidak,Ya,1,84,6,1,1,Stabil,68.3
3.39,100,75,Ada,Ya,4,68,3,6,1,Rentan,72.45
2.93,57,24,Ada,Ya,3,65,11,3,0,Rentan,62.949999999999996
3.55,91,41,Tidak,Ya,4,98,17,7,1,Stabil,80.85
3.3,80,67,Tidak,Ya,0,81,9,8,0,Stabil,65.7
3.62,51,87,Ada,Tidak,5,74,6,1,1,Stabil,79.1
2.96,95,5,Ada,Tidak,5,63,18,3,0,Rentan,67.0
3.75,74,79,Ada,Tidak,2,75,1,7,1,Rentan,75.25
3.41,76,80,Tidak,Ya,0,62,15,5,1,Stabil,63.55
3.46,100,87,Tidak,Tidak,0,61,17,7,0,Stabil,64.1
3.12,85,61,Tidak,Ya,1,58,16,7,0,Stabil,60.4
3.65,97,98,Ada,Ya,4,88,1,2,1,Stabil,80.35
3.46,74,42,Ada,Ya,5,82,2,6,0,Rentan,78.3
3.28,70,79,Ada,Ya,1,93,2,8,1,Rentan,69.8
3.58,57,73,Ada,Ya,3,86,17,6,1,Rentan,76.89999999999999
3.64,90,28,Tidak,Tidak,2,59,14,7,0,Stabil,70.4
3.66,79,26,Tidak,Ya,2,75,4,3,1,Rentan,73.9
2.99,83,59,Ada,Ya,3,63,6,7,0,Stabil,63.45
2.99,99,84,Tidak,Tidak,2,62,6,7,0,Rentan,61.25
3.54,93,59,Ada,Tidak,2,86,6,7,1,Stabil,74.3
3.52,53,27,Tidak,Tidak,0,70,11,3,0,Stabil,66.8
3.5,85,20,Ada,Ya,2,60,13,5,1,Stabil,68.5
2.87,74,56,Tidak,Ya,0,80,5,8,0,Rentan,59.05
3.19,58,81,Tidak,Tidak,2,59,3,3,0,Stabil,63.650000000000006
2.88,73,62,Tidak,Tidak,3,82,8,6,0,Rentan,65.6
3.08,98,94,Tidak,Ya,0,71,17,6,0,Rentan,60.4
3.2,82,92,Tidak,Ya,3,95,10,1,1,Stabil,73.0
2.87,51,19,Ada,Tidak,4,65,2,4,0,Rentan,64.05
2.56,87,90,Tidak,Tidak,4,100,3,4,0,Rentan,66.4
2.89,53,25,Ada,Ya,5,70,20,3,0,Rentan,67.35
3.53,84,96,Ada,Ya,1,94,2,8,1,Rentan,73.75
3.12,97,8,Ada,Ya,2,91,8,3,1,Stabil,69.0
3.23,97,72,Ada,Tidak,3,87,11,2,1,Rentan,71.85
3.21,87,41,Ada,Ya,5,94,11,6,0,Stabil,76.95
3.2,100,55,Tidak,Ya,0,90,4,7,0,Stabil,66.0
3.6,81,62,Tidak,Ya,2,69,17,3,1,Rentan,71.8
2.76,88,53,Tidak,Ya,2,65,16,8,0,Rentan,58.4
3.51,83,47,Tidak,Ya,0,96,11,8,0,Rentan,71.85
2.9,80,41,Tidak,Tidak,2,86,10,8,0,Stabil,64.7
3.56,59,8,Tidak,Ya,0,83,15,4,0,Rentan,70.0
2.99,50,40,Tidak,Ya,1,89,15,8,0,Stabil,64.65
3.26,53,38,Ada,Ya,0,65,12,8,0,Stabil,61.9
2.95,59,13,Tidak,Ya,3,85,5,5,0,Rentan,67.25
3.21,70,70,Tidak,Tidak,0,59,10,5,0,Stabil,59.95
3.53,98,17,Ada,Ya,2,96,4,1,1,Stabil,76.15
2.85,84,26,Ada,Ya,0,91,12,2,0,Rentan,60.95
2.66,94,19,Ada,Ya,0,52,1,8,0,Rentan,50.3
2.87,54,0,Ada,Tidak,5,87,1,3,0,Stabil,70.45
3.11,68,96,Tidak,Ya,5,82,12,6,0,Stabil,73.05
3.5,92,95,Tidak,Ya,4,61,3,5,0,Rentan,72.7
3.83,53,27,Ada,Ya,2,63,16,4,0,Stabil,74.05
2.67,80,3,Tidak,Tidak,1,54,19,3,0,Stabil,52.849999999999994
3.59,63,83,Ada,Tidak,0,97,11,1,1,Rentan,73.25
3.69,90,58,Ada,Tidak,1,61,0,5,0,Stabil,69.55
3.45,51,73,Ada,Ya,3,77,14,5,0,Stabil,73.15
3.68,62,71,Ada,Tidak,0,50,20,1,0,Stabil,65.19999999999999
3.2,73,74,Tidak,Ya,3,70,20,8,1,Rentan,68.0
3.44,66,5,Ada,Ya,3,72,20,6,0,Stabil,72.0
2.64,75,73,Ada,Ya,1,57,16,6,0,Stabil,53.0
2.63,73,88,Tidak,Ya,0,64,18,1,0,Rentan,52.25
3.33,81,38,Ada,Tidak,4,94,9,2,0,Stabil,76.75
3.32,66,89,Tidak,Ya,5,77,11,4,0,Rentan,75.2
3.09,93,89,Tidak,Ya,4,81,10,5,1,Rentan,70.55
3.35,84,48,Ada,Tidak,0,65,20,7,0,Stabil,63.25
3.71,76,64,Ada,Tidak,3,93,4,6,0,Stabil,80.25
3.52,66,5,Ada,Tidak,5,61,14,8,0,Stabil,75.0
2.84,91,87,Ada,Ya,3,52,9,5,1,Rentan,59.0
3.46,78,81,Tidak,Tidak,4,100,13,8,0,Rentan,79.9
2.5,92,15,Tidak,Ya,2,75,16,2,0,Stabil,56.5
3.25,54,18,Ada,Ya,4,57,17,1,0,Rentan,68.15
3.11,87,27,Ada,Ya,4,58,10,5,0,Stabil,66.25
2.14,58,72,Ada,Tidak,0,80,16,4,0,Rentan,48.1
3.42,77,50,Ada,Tidak,3,99,12,3,0,Stabil,77.1
3.18,88,53,Tidak,Tidak,5,99,2,8,0,Rentan,77.5
3.49,71,96,Tidak,Ya,3,69,15,2,1,Rentan,72.15
3.49,67,44,Tidak,Ya,5,70,10,3,0,Stabil,76.35
3.47,89,26,Ada,Ya,5,62,11,5,0,Stabil,74.45
3.44,91,72,Tidak,Tidak,2,65,12,8,0,Stabil,68.6
3.24,66,25,Tidak,Tidak,0,85,18,8,0,Rentan,65.6
3.82,73,16,Ada,Ya,1,54,8,5,0,Stabil,70.1
3.6,64,2,Ada,Tidak,2,85,11,2,1,Rentan,75.0
2.66,67,30,Tidak,Ya,4,56,7,6,0,Stabil,59.1
2.56,74,91,Tidak,Ya,4,64,3,8,0,Rentan,59.2
2.87,81,56,Tidak,Tidak,1,70,0,8,0,Stabil,59.05
3.16,72,76,Tidak,Tidak,1,65,9,4,0,Rentan,62.4
2.54,72,54,Tidak,Tidak,0,51,15,8,0,Stabil,48.300000000000004
3.41,88,11,Ada,Ya,4,74,11,2,0,Rentan,73.95
3.22,77,29,Tidak,Ya,1,64,13,3,0,Stabil,63.099999999999994
2.94,62,68,Ada,Tidak,1,99,3,2,0,Rentan,65.9
2.96,60,17,Tidak,Ya,0,82,16,2,0,Stabil,60.8
3.33,95,8,Ada,Ya,1,60,20,3,1,Rentan,63.949999999999996
3.05,83,96,Tidak,Ya,5,100,19,3,0,Stabil,75.75
3.46,76,25,Tidak,Tidak,2,69,11,5,0,Stabil,69.7
3.11,51,47,Ada,Tidak,3,66,15,1,1,Rentan,65.85
2.76,74,5,Tidak,Ya,0,88,9,8,0,Rentan,59.0
3.14,67,3,Ada,Ya,5,82,6,8,0,Rentan,73.5
3.12,78,19,Tidak,Ya,4,98,16,8,0,Stabil,74.4
3.06,74,17,Tidak,Ya,1,64,1,7,0,Stabil,60.7
3.12,54,59,Ada,Ya,1,66,15,4,0,Stabil,62.0
2.71,66,76,Tidak,Ya,3,83,4,3,0,Stabil,63.25
3.38,53,31,Tidak,Ya,5,56,4,4,0,Stabil,71.9
3.35,65,55,Ada,Ya,2,92,2,8,0,Stabil,72.65
2.56,75,43,Ada,Ya,3,77,7,7,0,Stabil,59.8
3.38,55,37,Ada,Ya,4,50,15,3,1,Rentan,68.69999999999999
3.27,62,78,Ada,Ya,0,81,3,6,0,Stabil,65.25
3.22,64,57,Tidak,Tidak,0,75,10,2,0,Stabil,63.3
3.17,59,13,Ada,Ya,3,53,18,6,0,Stabil,64.15
2.7,57,50,Tidak,Ya,3,80,20,8,0,Rentan,62.5
3.79,100,84,Tidak,Ya,5,58,10,4,1,Rentan,78.45
3.34,58,4,Ada,Tidak,1,67,6,3,0,Rentan,65.5
3.45,59,55,Tidak,Tidak,4,83,12,1,0,Stabil,76.35
3.12,100,40,Ada,Ya,3,76,14,1,0,Stabil,68.0
3.55,64,6,Ada,Ya,2,78,7,4,1,Rentan,72.85
3.02,85,22,Tidak,Tidak,1,65,12,5,0,Stabil,60.3
4.0,96,20,Tidak,Ya,1,92,9,4,1,Rentan,80.4
3.1,50,97,Ada,Ya,1,99,8,4,0,Stabil,68.3
3.5,55,92,Tidak,Tidak,0,74,6,8,0,Stabil,67.3
3.13,98,13,Tidak,Tidak,1,71,12,1,0,Rentan,63.15
3.77,92,5,Tidak,Tidak,5,74,10,7,0,Stabil,81.35
2.96,79,75,Ada,Ya,0,56,19,1,0,Stabil,55.6
2.41,69,85,Tidak,Ya,5,52,3,3,0,Stabil,56.55
3.56,69,23,Tidak,Tidak,2,51,0,3,0,Rentan,67.6
2.59,61,91,Ada,Tidak,2,64,1,2,0,Rentan,55.650000000000006
3.21,97,13,Ada,Ya,5,54,3,5,0,Stabil,68.95
3.29,65,80,Ada,Ya,4,60,5,8,0,Stabil,69.35
3.12,67,78,Ada,Tidak,0,85,7,1,1,Rentan,63.8
3.42,65,14,Ada,Ya,4,66,20,7,0,Stabil,72.5
4.0,52,17,Ada,Tidak,1,97,1,7,0,Rentan,81.4
3.12,63,41,Tidak,Tidak,3,59,20,4,0,Rentan,64.6
3.57,92,0,Ada,Ya,3,81,8,7,1,Stabil,75.75
2.7,67,75,Ada,Ya,2,99,0,8,1,Rentan,64.3
3.35,64,28,Tidak,Tidak,2,51,7,6,0,Stabil,64.45
3.2,97,30,Tidak,Tidak,4,54,18,3,0,Stabil,66.8
3.48,83,72,Ada,Ya,1,51,10,5,0,Stabil,64.4
3.61,87,12,Ada,Ya,5,92,19,6,1,Rentan,82.55
3.5,77,52,Ada,Ya,2,56,18,8,1,Stabil,67.7
3.0,73,15,Ada,Ya,5,66,0,4,1,Rentan,68.2
3.17,98,62,Ada,Tidak,4,80,8,8,0,Rentan,71.55
3.48,72,80,Tidak,Ya,0,85,5,4,0,Rentan,69.19999999999999
2.18,68,4,Tidak,Ya,1,92,14,1,0,Rentan,53.10000000000001
2.77,50,13,Ada,Ya,1,52,17,2,0,Stabil,53.949999999999996
2.77,95,57,Tidak,Tidak,2,60,19,2,0,Rentan,57.55
3.47,68,6,Tidak,Tidak,0,55,18,7,0,Stabil,63.05
2.74,64,30,Ada,Ya,4,53,16,4,0,Stabil,59.7
3.68,63,79,Ada,Tidak,0,94,20,2,1,Rentan,74.0
2.81,98,10,Ada,Tidak,2,99,0,2,0,Stabil,65.95
2.96,84,92,Tidak,Tidak,3,100,20,6,1,Rentan,70.4
3.77,59,19,Tidak,Ya,1,81,16,6,1,Rentan,74.75
3.37,66,92,Ada,Ya,0,72,20,5,0,Stabil,64.95
3.76,73,93,Ada,Ya,1,69,5,5,0,Stabil,72.2
2.56,72,15,Ada,Tidak,4,58,2,1,0,Rentan,58.0
3.52,91,91,Ada,Tidak,2,81,7,7,1,Rentan,73.0
3.44,83,96,Tidak,Tidak,2,69,5,2,0,Rentan,69.4
3.13,52,96,Tidak,Tidak,0,90,12,3,0,Stabil,64.94999999999999
2.99,96,37,Ada,Tidak,2,80,12,5,0,Rentan,64.85
3.42,58,37,Tidak,Ya,2,93,10,1,0,Stabil,73.9
3.62,57,67,Tidak,Ya,2,59,3,4,1,Rentan,70.1
3.58,91,10,Tidak,Ya,1,52,13,2,0,Rentan,66.1
3.48,50,99,Ada,Tidak,4,51,0,8,1,Rentan,70.4
3.54,96,50,Tidak,Ya,5,96,13,2,0,Stabil,82.30000000000001
2.59,86,67,Tidak,Ya,4,84,9,6,1,Rentan,63.650000000000006
3.06,54,11,Ada,Ya,4,67,10,6,0,Stabil,67.3
3.93,99,66,Tidak,Tidak,2,81,12,5,0,Stabil,79.14999999999999
3.22,63,49,Tidak,Tidak,0,75,19,2,0,Stabil,63.3
3.01,82,54,Ada,Ya,0,86,3,3,0,Rentan,62.349999999999994
2.85,83,52,Tidak,Ya,4,71,9,3,0,Rentan,64.95
3.64,51,36,Ada,Tidak,3,86,18,1,0,Stabil,77.8
3.97,90,11,Tidak,Ya,4,99,9,3,0,Stabil,87.35
2.49,68,22,Ada,Ya,2,86,19,5,0,Stabil,58.55
3.36,94,97,Ada,Ya,0,59,12,4,1,Rentan,62.2
2.59,88,36,Tidak,Tidak,2,83,4,1,0,Rentan,59.45
3.65,100,55,Ada,Ya,4,87,11,1,1,Rentan,80.15
2.92,80,73,Tidak,Ya,1,93,4,5,0,Stabil,64.4
3.57,67,0,Ada,Ya,2,60,15,6,1,Rentan,69.55
3.14,55,67,Ada,Tidak,4,51,1,7,0,Stabil,65.30000000000001
2.98,83,93,Ada,Ya,1,91,13,1,1,Rentan,64.89999999999999
3.81,58,2,Tidak,Ya,5,92,4,4,0,Stabil,85.55
3.0,66,25,Ada,Tidak,0,83,17,2,0,Stabil,61.6
3.0,84,86,Ada,Ya,3,50,6,4,1,Rentan,61.0
2.53,81,85,Tidak,Tidak,2,57,6,2,0,Rentan,53.349999999999994
3.81,52,57,Ada,Ya,3,67,9,5,1,Rentan,76.55
2.95,61,75,Ada,Ya,4,60,20,5,0,Stabil,64.25
2.6,93,69,Tidak,Ya,3,98,13,3,0,Rentan,64.6
2.94,97,51,Ada,Ya,4,100,18,4,0,Rentan,72.1
3.58,50,23,Tidak,Ya,1,74,17,2,1,Rentan,70.5
2.69,56,9,Tidak,Tidak,4,86,4,6,0,Rentan,65.55
3.17,77,42,Tidak,Ya,5,60,4,3,0,Stabil,69.55
3.27,69,80,Tidak,Ya,2,91,2,1,0,Stabil,71.25
3.68,62,78,Ada,Ya,3,89,14,8,1,Stabil,79.0
3.61,95,95,Ada,Ya,3,70,16,8,1,Stabil,74.15
3.61,73,72,Tidak,Tidak,0,96,19,6,0,Rentan,73.35
3.31,61,78,Tidak,Ya,2,87,12,1,0,Rentan,71.05
3.11,64,87,Ada,Ya,3,71,12,5,1,Rentan,66.85
3.31,60,13,Tidak,Ya,1,94,7,6,0,Stabil,70.45
2.59,85,33,Tidak,Ya,2,89,10,4,0,Stabil,60.650000000000006
3.41,60,4,Ada,Tidak,3,83,10,4,0,Rentan,73.75
2.85,63,93,Ada,Ya,2,89,6,2,1,Stabil,64.55
3.14,91,22,Ada,Tidak,1,99,2,2,0,Stabil,68.9
3.87,98,51,Tidak,Ya,5,67,11,8,1,Rentan,81.45
3.0,78,65,Tidak,Ya,3,69,5,3,0,Stabil,64.8
2.68,89,10,Tidak,Tidak,2,82,4,6,0,Stabil,60.599999999999994
3.48,64,41,Ada,Ya,1,58,20,7,0,Rentan,65.8
3.34,61,49,Ada,Tidak,3,69,9,6,0,Stabil,69.9
3.43,59,47,Ada,Tidak,2,73,16,8,0,Rentan,70.05
2.92,62,80,Ada,Tidak,0,62,19,5,0,Rentan,56.199999999999996
2.85,79,66,Tidak,Ya,1,84,5,5,0,Rentan,61.55
3.88,67,41,Tidak,Tidak,2,74,4,2,0,Rentan,77.0
3.08,61,87,Tidak,Ya,0,91,15,3,0,Stabil,64.39999999999999
3.39,61,93,Ada,Tidak,0,97,13,4,0,Rentan,70.25
2.7,73,53,Ada,Ya,1,70,17,7,0,Rentan,56.5
3.47,51,78,Tidak,Tidak,2,66,18,2,0,Stabil,69.25
3.12,92,17,Tidak,Ya,0,96,3,2,0,Stabil,66.0
3.52,61,66,Ada,Tidak,0,66,17,4,1,Rentan,66.0
3.09,98,49,Ada,Tidak,3,51,8,8,0,Stabil,62.550000000000004
2.96,59,61,Ada,Ya,0,92,0,2,0,Rentan,62.8
3.89,55,14,Ada,Ya,5,75,1,5,1,Rentan,83.35
2.98,57,5,Ada,Ya,5,75,3,3,0,Stabil,69.69999999999999
3.54,97,43,Ada,Tidak,1,68,18,2,0,Stabil,68.7
2.92,55,43,Tidak,Ya,2,100,17,4,0,Stabil,67.8
3.2,73,27,Tidak,Tidak,4,100,2,1,0,Rentan,76.0
2.7,77,27,Tidak,Ya,1,84,11,6,0,Stabil,59.3
3.53,80,56,Ada,Ya,2,67,1,1,1,Rentan,70.35
3.52,56,28,Tidak,Ya,5,66,5,7,1,Rentan,76.0
3.34,99,56,Tidak,Ya,3,77,9,5,1,Rentan,71.5
2.77,50,4,Ada,Ya,2,85,1,6,0,Rentan,62.55
2.87,77,57,Ada,Ya,0,83,3,4,0,Stabil,59.65
3.62,56,36,Ada,Ya,0,79,7,2,1,Rentan,70.1
3.01,84,3,Tidak,Ya,3,77,13,5,0,Stabil,66.55
3.23,77,67,Tidak,Ya,3,59,2,4,0,Stabil,66.25
2.31,71,85,Ada,Ya,3,100,3,4,0,Stabil,60.65
2.64,95,40,Tidak,Ya,4,70,7,8,1,Rentan,61.6
3.21,75,87,Tidak,Ya,3,91,2,1,0,Stabil,72.35
3.39,81,29,Tidak,Ya,0,81,15,2,0,Stabil,67.05
2.83,57,84,Tidak,Ya,4,54,8,3,0,Rentan,61.25
3.24,60,30,Ada,Ya,3,56,17,3,1,Rentan,65.80000000000001
3.9,92,68,Ada,Ya,4,84,12,8,1,Rentan,83.3
3.09,73,33,Tidak,Ya,3,84,5,3,0,Stabil,69.15
3.37,75,21,Ada,Ya,0,60,16,1,0,Stabil,62.55
3.24,64,14,Ada,Ya,0,100,2,7,0,Stabil,68.6
2.59,64,74,Tidak,Tidak,5,72,3,6,0,Stabil,63.25
2.65,65,19,Tidak,Tidak,3,51,8,7,0,Rentan,55.95
2.97,65,34,Tidak,Tidak,2,84,17,2,0,Stabil,65.35
2.57,86,38,Ada,Tidak,4,51,19,7,0,Stabil,56.75
2.45,60,0,Ada,Tidak,4,56,7,2,0,Rentan,55.95
2.15,60,15,Tidak,Ya,5,98,9,6,0,Rentan,61.85
3.2,54,89,Tidak,Ya,4,97,2,2,1,Rentan,75.4
2.83,56,33,Ada,Ya,2,89,5,1,0,Stabil,64.25
3.3,94,84,Ada,Tidak,3,71,18,7,0,Stabil,69.7
2.8,65,54,Tidak,Tidak,3,72,3,1,0,Rentan,62.4
3.46,91,76,Ada,Ya,3,82,18,1,1,Stabil,74.3
2.13,87,87,Tidak,Tidak,2,53,9,7,0,Rentan,46.55
3.3,73,100,Tidak,Ya,2,71,17,5,0,Stabil,67.7
4.0,75,89,Tidak,Ya,2,90,5,5,1,Rentan,82.0
2.76,77,97,Ada,Ya,5,57,5,1,0,Stabil,62.8
3.31,74,11,Ada,Ya,2,55,5,8,0,Stabil,64.65
3.9,80,25,Tidak,Tidak,4,95,15,6,0,Stabil,85.5
3.1,60,26,Tidak,Tidak,3,59,3,2,0,Stabil,64.3
3.77,84,47,Ada,Ya,3,85,11,5,1,Stabil,79.55
3.13,93,43,Tidak,Ya,2,69,20,3,0,Stabil,64.75
2.92,84,97,Tidak,Tidak,3,78,14,3,0,Rentan,65.4
3.09,60,8,Ada,Tidak,4,72,0,4,0,Rentan,68.75
3.58,84,39,Ada,Ya,1,89,7,7,1,Rentan,73.5
3.68,61,6,Tidak,Tidak,3,66,11,1,0,Stabil,74.39999999999999
3.0,93,64,Tidak,Tidak,0,91,19,4,0,Stabil,63.2
2.95,69,35,Tidak,Tidak,5,87,4,5,0,Stabil,71.65
2.72,61,20,Tidak,Ya,3,63,17,8,0,Rentan,59.4
3.56,60,21,Ada,Ya,3,83,16,4,1,Rentan,76.0
3.71,79,91,Tidak,Ya,5,57,1,2,1,Rentan,77.05
3.12,85,75,Tidak,Ya,5,91,7,2,1,Stabil,75.0
4.0,93,58,Ada,Ya,4,50,6,1,1,Stabil,78.0
3.76,94,9,Ada,Tidak,2,77,12,3,1,Stabil,75.8
3.37,50,98,Tidak,Tidak,1,56,12,7,0,Rentan,63.75
3.63,74,67,Tidak,Ya,2,74,19,8,1,Rentan,73.25
3.81,73,88,Tidak,Ya,4,86,14,7,0,Stabil,82.35
3.32,85,97,Ada,Ya,5,50,9,4,1,Rentan,69.8
3.39,68,100,Ada,Tidak,3,81,9,6,0,Stabil,73.05
3.16,61,57,Ada,Ya,1,88,15,2,0,Stabil,67.0
2.71,52,16,Tidak,Ya,2,99,16,1,0,Stabil,64.45
2.76,76,35,Tidak,Ya,5,79,5,6,0,Rentan,67.2
2.89,83,11,Ada,Ya,0,94,8,8,0,Stabil,62.150000000000006
2.84,91,78,Ada,Ya,2,57,18,3,1,Stabil,58.0
3.81,100,59,Tidak,Tidak,5,86,4,8,1,Rentan,84.35
3.27,69,52,Tidak,Tidak,4,64,20,7,0,Rentan,69.85
3.42,82,27,Ada,Tidak,4,62,9,4,0,Rentan,71.69999999999999
3.44,79,43,Tidak,Ya,5,100,11,2,1,Rentan,81.6
2.82,95,22,Tidak,Ya,4,84,16,7,0,Stabil,67.1
3.62,67,10,Ada,Ya,3,73,14,6,1,Stabil,74.9
3.41,81,12,Tidak,Tidak,2,92,19,7,0,Rentan,73.55
2.82,95,51,Tidak,Ya,2,53,5,2,0,Stabil,56.9
3.77,61,1,Tidak,Ya,0,100,18,6,0,Rentan,76.55
3.34,72,36,Tidak,Tidak,1,90,19,3,0,Rentan,70.1
2.57,87,36,Tidak,Ya,2,64,2,1,0,Stabil,55.349999999999994
3.47,63,8,Tidak,Ya,1,82,19,4,0,Rentan,70.45
3.08,72,46,Tidak,Tidak,1,73,18,2,0,Rentan,62.8
3.66,85,33,Ada,Ya,4,84,12,7,1,Stabil,79.7
2.88,73,97,Ada,Tidak,2,50,12,4,0,Rentan,57.199999999999996
2.79,70,68,Tidak,Ya,1,75,5,3,0,Rentan,58.85
3.1,56,86,Ada,Ya,1,97,1,5,0,Rentan,67.9
3.33,75,36,Tidak,Ya,0,100,4,1,0,Stabil,69.94999999999999
3.77,87,53,Tidak,Ya,1,60,12,6,0,Stabil,70.55
3.73,51,20,Ada,Ya,3,78,3,3,1,Rentan,77.55
3.45,83,55,Ada,Ya,2,96,0,1,1,Rentan,74.95
3.59,79,90,Tidak,Ya,2,95,3,2,1,Stabil,76.85
3.33,61,21,Tidak,Ya,4,69,1,6,0,Rentan,71.75
2.87,59,83,Ada,Ya,1,55,8,8,0,Rentan,56.05
3.81,95,16,Ada,Tidak,2,93,4,4,1,Stabil,79.75
2.61,56,64,Ada,Ya,1,95,6,4,0,Rentan,60.15
3.26,100,78,Ada,Tidak,0,79,14,2,1,Rentan,64.7
3.98,54,74,Tidak,Tidak,5,74,19,4,0,Rentan,84.5
3.0,60,64,Ada,Ya,4,62,3,4,1,Rentan,65.4
3.99,94,46,Tidak,Tidak,0,55,18,6,0,Stabil,70.85
3.2,62,1,Tidak,Ya,3,95,7,6,0,Stabil,73.0
3.69,59,83,Tidak,Tidak,0,100,13,5,0,Rentan,75.35
3.87,88,91,Ada,Tidak,4,59,20,6,1,Rentan,77.85
3.58,61,33,Tidak,Tidak,2,73,17,7,0,Stabil,72.3
3.39,51,88,Tidak,Tidak,4,73,14,4,0,Rentan,73.45
3.41,90,34,Tidak,Tidak,2,73,7,5,0,Stabil,69.75
3.73,68,65,Tidak,Ya,0,84,0,7,0,Stabil,72.75
3.3,78,17,Ada,Ya,3,65,0,2,0,Stabil,68.5
2.74,66,38,Ada,Tidak,0,100,5,4,0,Rentan,61.1
3.01,93,63,Ada,Tidak,1,84,20,6,0,Rentan,63.95
3.14,60,55,Ada,Ya,4,92,8,6,1,Rentan,73.5
3.57,93,28,Ada,Tidak,5,100,10,8,1,Stabil,83.55
3.3,53,3,Ada,Ya,0,59,14,8,0,Stabil,61.3
2.84,69,77,Ada,Tidak,5,79,6,6,1,Rentan,68.4
3.6,52,90,Ada,Tidak,3,62,12,4,1,Rentan,72.4
2.99,72,30,Ada,Tidak,3,89,11,7,0,Rentan,68.65
3.12,68,16,Tidak,Ya,4,94,7,3,0,Stabil,73.6
2.94,52,97,Ada,Tidak,4,88,15,4,0,Stabil,69.7
2.92,85,85,Ada,Ya,5,95,2,3,1,Rentan,72.8
3.1,63,81,Ada,Ya,2,59,5,7,1,Rentan,62.3
3.1,90,23,Ada,Tidak,5,96,11,5,0,Stabil,75.7
2.95,91,35,Ada,Ya,1,67,12,6,0,Rentan,59.65
3.62,92,65,Ada,Tidak,2,99,12,2,1,Stabil,78.1
3.05,70,11,Tidak,Tidak,3,61,20,7,0,Stabil,63.95
2.97,55,45,Tidak,Ya,4,87,10,7,0,Stabil,69.95
3.44,54,25,Tidak,Ya,1,58,2,3,0,Rentan,65.2
2.98,80,29,Ada,Ya,4,60,13,4,0,Stabil,64.69999999999999
3.19,80,25,Tidak,Tidak,4,65,20,2,0,Stabil,68.85
2.86,90,15,Tidak,Ya,5,64,3,2,0,Stabil,65.7
3.27,68,71,Tidak,Ya,3,95,1,2,0,Stabil,74.05
4.0,69,88,Ada,Ya,4,62,12,8,1,Stabil,80.4
2.86,74,10,Tidak,Ya,0,89,5,5,0,Stabil,60.7
3.19,61,52,Tidak,Ya,3,57,5,2,0,Stabil,65.25
2.73,98,31,Tidak,Ya,4,72,9,4,1,Rentan,63.349999999999994
2.27,75,36,Ada,Tidak,2,95,8,6,0,Stabil,57.05
3.69,53,73,Tidak,Tidak,1,58,19,4,0,Rentan,68.95
3.25,98,24,Ada,Tidak,0,70,9,5,0,Rentan,62.75
3.88,69,92,Tidak,Ya,1,69,12,5,0,Stabil,74.0
3.17,71,74,Tidak,Ya,5,83,19,4,1,Rentan,74.15
3.09,85,10,Tidak,Tidak,2,66,10,8,0,Stabil,63.550000000000004
3.62,92,23,Ada,Ya,3,65,6,2,1,Stabil,73.3
3.1,93,90,Tidak,Ya,4,52,17,7,1,Rentan,64.9
3.08,54,7,Tidak,Tidak,3,62,1,3,0,Rentan,64.6
4.0,71,25,Ada,Tidak,2,98,10,3,0,Stabil,83.6
3.14,56,32,Ada,Ya,3,50,7,4,0,Rentan,63.1
2.84,59,22,Tidak,Tidak,3,98,10,7,0,Rentan,68.2
3.36,51,58,Ada,Tidak,3,95,4,5,0,Rentan,75.4
2.96,96,60,Tidak,Tidak,0,92,17,2,0,Rentan,62.8
2.98,73,64,Ada,Ya,2,59,15,8,0,Stabil,60.5
3.69,66,73,Ada,Ya,4,81,7,2,1,Rentan,79.55
2.99,94,62,Tidak,Ya,1,92,2,3,0,Rentan,65.25
3.67,72,22,Ada,Tidak,4,97,3,5,0,Rentan,82.45
3.28,59,87,Ada,Ya,2,74,5,3,1,Rentan,68.0
3.36,51,1,Tidak,Ya,2,82,19,7,0,Rentan,70.8
3.08,89,50,Tidak,Tidak,5,100,14,5,0,Rentan,76.19999999999999
3.41,60,51,Ada,Tidak,3,86,4,7,0,Stabil,74.35
3.69,57,75,Ada,Tidak,1,99,13,6,1,Rentan,77.15
3.19,96,84,Tidak,Tidak,1,52,13,6,0,Rentan,60.25
2.84,52,90,Ada,Ya,5,86,17,5,0,Stabil,69.8
2.94,68,68,Ada,Ya,0,84,4,3,0,Rentan,60.900000000000006
2.91,69,22,Tidak,Ya,4,93,0,8,0,Rentan,70.25
2.1,68,27,Tidak,Tidak,3,99,3,8,0,Stabil,57.3
3.0,54,14,Ada,Ya,0,60,19,5,0,Rentan,57.0
3.26,88,14,Tidak,Tidak,3,91,5,5,1,Rentan,73.1
2.35,50,69,Tidak,Tidak,5,97,5,1,0,Stabil,64.65
3.22,65,84,Ada,Ya,1,85,5,7,1,Rentan,67.3
3.0,61,52,Ada,Tidak,1,93,6,1,0,Stabil,65.6
3.18,99,25,Ada,Ya,3,54,6,2,0,Stabil,64.5
3.03,88,63,Ada,Ya,1,70,0,4,0,Stabil,61.449999999999996
2.97,84,77,Ada,Ya,0,65,2,7,0,Stabil,57.55
